basisOfRecord,scientificName,family,genus,decimalLatitude,decimalLongitude,stateProvince,country,catalogNumber,institutionCode,locality,county,bio1_2041-2060,bio12_2041-2060
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.384127,70.09985,Gujarat,India,OBS1610681447,CLO,Ranjitsagar Dam,Jamnagar,27.4,664.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.047533,75.83893,Maharashtra,India,OBS1610681526,CLO,Bhusawal Thermal Power Station (BPTS)--Wetland,Jalgaon,27.9,851.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.836406,80.07802,Tamil Nadu,India,OBS1610682806,CLO,Nandhivaram Lake,Chengalpattu,29.2,1291.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.010906,72.442955,Gujarat,India,OBS1610682839,CLO,Shela Tank,Ahmedabad,27.9,1036.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.544856,76.16571,Kerala,India,OBS1610683077,CLO,"Adat (10.537, 76.16)",Thrissur,28.6,2961.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.400174,76.236824,Kerala,India,OBS1610683235,CLO,Kole Wetlands--Thottippal,Thrissur,28.6,3078.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610685786,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.74001,77.32327,Karnataka,India,OBS1610688199,CLO,Jayamangali Blackbuck Conservation Reserve ಜಯಮಂಗಲಿ ಕೃಷ್ಣಮೃಗ ಸಂರಕ್ಷಣಾ ಪ್ರದೇಶ,Tumakuru,26.7,600.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610689567,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.293663,73.19182,Gujarat,India,OBS1610690960,CLO,Lukshmi Vilas Palace,Vadodara,28.1,1173.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.68754,78.18034,Tamil Nadu,India,OBS1610692519,CLO,Kannankurichi Mookaneri Tank கன்னங்குறிச்சி மூக்கனேரி,Salem,28.7,931.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.463833,76.88938,Haryana,India,OBS1610694105,CLO,Sultanpur National Park,Gurugram,25.4,724.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,30.065428,78.6033,Uttarakhand,India,OBS1610698814,CLO,Banyon By The Ganges,Pauri Garhwal,22.2,1693.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.265362,78.391205,Tamil Nadu,India,OBS1610701813,CLO,"Ariyurnadu, Tamil Nadu, IN (11.265, 78.391)",Namakkal,24.2,893.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.166157,79.82314,Maharashtra,India,OBS1610701836,CLO,"Koka, Maharashtra, IN (21.166, 79.823)",Bhandara,27.1,1450.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.194286,79.84941,Maharashtra,India,OBS1610703483,CLO,"Unnamed Road, Pauldawana, Maharashtra, IN (21.194, 79.849)",Bhandara,27.0,1450.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.09005,79.05378,Tamil Nadu,India,OBS1610705519,CLO,Thalayampallam Forest Road,Tiruvannamalai,29.0,1063.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.990533,77.00961,Tamil Nadu,India,OBS1610707351,CLO,kkathrivan garden,Coimbatore,27.4,819.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.777717,77.69561,Karnataka,India,OBS1610707895,CLO,Ramakrishnapura Lake,Bengaluru Urban,24.8,814.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.080217,77.57507,Karnataka,India,OBS1610708589,CLO,GKVK Campus--Botanical Garden,Bengaluru Urban,24.9,822.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.521198,79.17971,Maharashtra,India,OBS1610709454,CLO,"Sarra, Maharashtra, IN (21.521, 79.18)",Nagpur,26.6,1168.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.022151,79.307526,Tamil Nadu,India,OBS1610710961,CLO,"Sripuranthan South, Tamil Nadu, IN (11.022, 79.308)",Ariyalur,29.3,1079.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.12217,76.95887,Tamil Nadu,India,OBS1610710970,CLO,Idigarai Outskirts,Coimbatore,27.4,798.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.595915,77.24502,Delhi,India,OBS1610711768,CLO,"Sunder Nursery, Nizamuddin",South East Delhi,25.6,841.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.027927,72.491005,Gujarat,India,OBS1610712414,CLO,Jayantilal Park,Ahmedabad,28.0,1052.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.027927,72.491005,Gujarat,India,OBS1610712430,CLO,Jayantilal Park,Ahmedabad,28.0,1052.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.816943,75.07049,Karnataka,India,OBS1610712601,CLO,"Main District Road, Hilkunji, Karnataka, IN (13.817, 75.07)",Shivamogga,25.1,4241.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.364636,77.668304,Karnataka,India,OBS1610717034,CLO,"Gandipura Backside, Nandi Hills, Karnataka, IN (13.365, 77.668)",Chikkaballapura,24.4,736.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.027927,72.491005,Gujarat,India,OBS1610718801,CLO,Jayantilal Park,Ahmedabad,28.0,1052.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1610719351,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,8.102738,77.47739,Tamil Nadu,India,OBS1610721146,CLO,Puthalam Salt Pans,Kanniyakumari,29.0,1102.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.145628,75.9456,Karnataka,India,OBS1610721930,CLO,"TR Road, Ponnampet, Karnataka, IN (12.146, 75.946)",Kodagu,23.8,2127.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.519285,75.011986,Kerala,India,OBS1610724131,CLO,"Govt.College, Kasaragod",Kasaragod,28.4,3424.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.046,76.668,Karnataka,India,OBS1610725028,CLO,"Muddahalli, Nanjangud Taluka ಮುದ್ದಹಳ್ಳಿ",Mysuru,25.9,716.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.027927,72.491005,Gujarat,India,OBS1610725547,CLO,Jayantilal Park,Ahmedabad,28.0,1052.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.796154,78.21519,Uttarakhand,India,OBS1610726321,CLO,Jhilmil Jheel Conservation Reserve,Haridwar,24.6,1577.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.09621,77.372635,Tamil Nadu,India,OBS1610726469,CLO,DuBros Silverlance Apartment,Tiruppur,28.5,592.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.722372,70.60445,Rajasthan,India,OBS1610728464,CLO,Desert NP (DNP) & Surroundings--Sudasari,Jaisalmer,28.3,218.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.02118,78.59387,Uttar Pradesh,India,OBS1610728602,CLO,Sarus Crane Trail Nagla Chanda,Firozabad,25.9,930.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.578568,78.71145,Tamil Nadu,India,OBS1610730204,CLO,"Andavar Nagar & Surrounds, Manivilundhan South, Sarvoy Main Road",Salem,29.3,968.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.028181,76.46694,Rajasthan,India,OBS1610731691,CLO,Ranthambore NP--Zone 4--Rajbagh,Sawai Madhopur,25.2,1105.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.796154,78.21519,Uttarakhand,India,OBS1610732092,CLO,Jhilmil Jheel Conservation Reserve,Haridwar,24.6,1577.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.47684,76.92043,Haryana,India,OBS1610733397,CLO,Budhera Water Treatment Plant,Gurugram,25.5,730.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.769865,76.13367,Kerala,India,OBS1610734339,CLO,"Komangalam wetland and adjacent woody zone, Koottanad",Palakkad,28.5,2884.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.314507,77.865776,Telangana,India,OBS1610735376,CLO,"Ananthagiri Hills, Vikarabad",Vikarabad,27.2,901.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.418026,78.94574,Uttarakhand,India,OBS1610735504,CLO,"Unnamed Road, North Jaspur Range, Uttarakhand, IN (29.418, 78.946)",Nainital,24.5,1720.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,20.39659,85.82052,Odisha,India,OBS1610736631,CLO,Nandankanan Zoological Park,Khordha,27.4,1683.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,20.437685,85.66281,Odisha,India,OBS1610736669,CLO,"Anshupa, Banki - Cuttack Road, Pathapur, Odisha, IN (20.438, 85.663)",Cuttack,27.3,1629.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.97506,75.32458,Kerala,India,OBS1610739590,CLO,"Mottammal Morazha Kannapuram Road, Kannur, Kerala, IN (11.975, 75.325)",Kannur,28.4,3399.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.470556,70.05771,Gujarat,India,OBS1610749429,CLO,Nageshwar-Momai Mata Temple Road (OBI),Jamnagar,27.5,592.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.722372,70.60445,Rajasthan,India,OBS1610750470,CLO,Desert NP (DNP) & Surroundings--Sudasari,Jaisalmer,28.3,218.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.152554,69.47734,Gujarat,India,OBS1610752364,CLO,Chadva Rakhal,Kachchh,27.4,561.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,18.527891,73.81746,Maharashtra,India,OBS1610753250,CLO,ARAI Hills (Vetal Tekdi),Pune,25.6,963.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.445837,78.470955,Telangana,India,OBS1610754365,CLO,"Begumpet Airport Road, Hyderabad, Telangana, IN (17.446, 78.471)",Hyderabad,27.7,780.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.39288,76.77569,Kerala,India,OBS1610766189,CLO,Parambikulam Tiger Reserve--General Area,Palakkad,25.1,2394.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.763712,70.54364,Rajasthan,India,OBS1610770796,CLO,Desert NP--Sam to Sudasari Road,Jaisalmer,28.4,211.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.763712,70.54364,Rajasthan,India,OBS1610770886,CLO,Desert NP--Sam to Sudasari Road,Jaisalmer,28.4,211.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,18.748508,76.366776,Maharashtra,India,OBS1610776478,CLO,Nagnath Mandir,Beed,26.9,846.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.152554,69.47734,Gujarat,India,OBS1610782048,CLO,Chadva Rakhal,Kachchh,27.4,561.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610783220,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610784290,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610785370,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.026281,76.38863,Rajasthan,India,OBS1610785435,CLO,"Ranthambhore Road, Sawai Madhopur IN-RJ 26.02628, 76.38863",Sawai Madhopur,25.8,1066.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.796154,78.21519,Uttarakhand,India,OBS1610785950,CLO,Jhilmil Jheel Conservation Reserve,Haridwar,24.6,1577.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610787808,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610788943,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610788970,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610790265,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610791407,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610792290,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610792921,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610792932,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610792943,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610793325,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610793504,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610793524,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610794589,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610794744,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610795075,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610795097,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610795324,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.057769,76.25108,Kerala,India,OBS1610795359,CLO,Kadamakudy--Valiya Kadamakkudy,Ernakulam,28.6,3084.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610796077,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610799772,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610801219,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610801245,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610805836,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610807315,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610807338,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610807381,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610807402,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610808193,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610810458,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610811188,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610811205,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610814041,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610814062,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,24.59011,79.94105,Madhya Pradesh,India,OBS1610815301,CLO,Panna Tiger Reserve,Panna,25.7,1332.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610815995,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610816884,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1610816912,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.006463,76.92645,Tamil Nadu,India,OBS1610817052,CLO,"Krishnampathi Lake, Seeranaickenpalayam",Coimbatore,27.3,931.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,9.801525,77.320015,Tamil Nadu,India,OBS1610823864,CLO,"Uthamapalayam, Tamil Nadu, IN (9.802, 77.32)",Theni,27.7,1005.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.527073,70.491325,Gujarat,India,OBS1610879957,CLO,Girnar Forest--Narayan Dharo,Junagadh,26.9,1020.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.391177,74.17728,Goa,India,OBS1610880556,CLO,Tambdi Surla Temple ,South Goa,27.6,2572.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.726897,76.28968,Kerala,India,OBS1610894402,CLO,Jyothi Engineering College and Surroundings,Thrissur,28.5,2854.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.256688,76.57025,Karnataka,India,OBS1610897426,CLO,Mysore City Bird Atlas 51C: Mugana Hundi Kere & Down stream ಮೂಗನ ಹುಂಡಿ ಕೆರೆ,Mysuru,25.5,737.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,30.15446,77.93976,Uttarakhand,India,OBS1610904737,CLO,Rajaji NP--Mohand range,Haridwar,23.7,1695.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.313586,77.660515,Tamil Nadu,India,OBS1610912320,CLO,Erode--Thangam Nagar,Erode,28.8,679.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.578568,78.71145,Tamil Nadu,India,OBS1610940927,CLO,"Andavar Nagar & Surrounds, Manivilundhan South, Sarvoy Main Road",Salem,29.3,968.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.587985,78.70893,Tamil Nadu,India,OBS1610940961,CLO,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,Salem,29.3,967.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.006463,76.92645,Tamil Nadu,India,OBS1610980541,CLO,"Krishnampathi Lake, Seeranaickenpalayam",Coimbatore,27.3,931.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.337679,77.6191,Uttar Pradesh,India,OBS1610983461,CLO,Dhanauri Wetlands -- Dhanauri Kalan East,Gautam Buddha Nagar,25.2,882.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.965551,75.83139,Rajasthan,India,OBS1611111340,CLO,Nahargarh Forest,Jaipur,25.0,806.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.083801,79.06209,Maharashtra,India,OBS1611214813,CLO,Nagpur Airport Nursery,Nagpur,27.6,1197.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,26.78632,82.11846,Uttar Pradesh,India,OBS1611238192,CLO,Faizabad Cantonment (Restricted Area) -- General Area,Ayodhya,25.9,1086.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.940795,79.24508,Tamil Nadu,India,OBS1611241176,CLO,"Sarukkai, Tamil Nadu, IN (10.941, 79.245)",Thanjavur,29.3,1013.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.908158,77.470924,Karnataka,India,OBS1611248047,CLO,"Bengaluru, Karnataka, IN (12.908, 77.471)",Bengaluru Urban,25.5,824.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.623348,77.12836,Tamil Nadu,India,OBS1611248506,CLO,Dhimbham,Erode,25.3,681.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.954504,74.84496,Karnataka,India,OBS1611252527,CLO,Jokatte,Dakshina Kannada,28.6,2729.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.09621,77.372635,Tamil Nadu,India,OBS1611259414,CLO,DuBros Silverlance Apartment,Tiruppur,28.5,592.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1611261490,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1611261509,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.164393,77.785095,Tamil Nadu,India,OBS1611261580,CLO,vengadasthirikottai,Dindigul,29.3,670.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1611262700,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
